nome,idade,fase,iaa,inde,ponto_virada,sexo,ips,pedra,ipp,ida,bolsista_encoded,pedra_encoded,ian,ieg,ipv,corraca,diff_fase,na_fase,ponto_virada_encoded
ALUNO-1002,14.0,3,9.16668,8.114724,Não,M,7.5,Ametista,8.125,8.333333333333334,0,3,5,9.4,7.944446666666668,P,-1.0,0,0
ALUNO-1003,14.0,3,9.58335,7.598890333333334,Não,M,7.5,Ametista,8.749999999999998,8,0,3,5,6.8,7.777776666666667,P,-1.0,0,0
ALUNO-1004,8.0,0,9.000020000000001,7.675002000000001,Não,M,6.25,Ametista,2.5,9,0,3,10,10,5.5,B,0.0,1,0
ALUNO-1006,10.0,1,9.000020000000001,7.8105573333333345,Não,F,7.5,Ametista,7.916666666666668,7.5,0,3,5,9.4,7.444443333333333,P,-1.0,0,0
ALUNO-1007,11.0,2,9.500020000000001,7.5266693333333325,Não,F,7.5,Ametista,8.333333333333332,4,0,3,10,8.3,7.666670000000001,B,0.0,1,0
ALUNO-1010,9.0,1,9.000020000000001,8.582085,Não,F,5,Topázio,7.1875,10,0,4,10,9.9,7.416665,P,0.0,1,0
ALUNO-1012,8.0,1,8.000020000000001,8.765835000000001,Não,F,7.5,Topázio,8.125,10,0,4,10,9.1,7.916665,R,0.0,1,0
ALUNO-1014,10.0,1,8.000020000000001,6.964446,Não,F,7.5,Ágata,7.5,5,0,2,5,8.6,7.222219999999999,B,-1.0,0,0
ALUNO-1015,12.0,3,9.16668,8.052502,Sim,F,7.5,Ametista,8.125,6.666666666666667,0,3,10,7.2,9.000003333333332,R,0.0,1,1
ALUNO-1016,12.0,2,8.500020000000001,7.433890666666667,Não,M,7.5,Ametista,7.916666666666668,6,0,3,5,9.6,7.11111,R,-1.0,0,0
ALUNO-1017,11.0,2,9.000020000000001,8.473890666666668,Não,F,7.5,Ametista,7.083333333333333,8.5,1,3,10,8.8,8.277776666666666,B,0.0,1,0
ALUNO-1018,17.0,5,8.33334,4.995277333333333,Não,M,7.5,Quartzo,8.541666666666666,0,0,1,5,4.9,5.388883333333333,R,-2.0,0,0
ALUNO-1019,17.0,5,6.24999,6.252775000000001,Não,F,7.5,Ágata,8.333333333333334,4.333333333333333,0,2,5,6.5,6.88888,B,-2.0,0,0
ALUNO-1021,12.0,2,9.000020000000001,6.7829180000000004,Não,F,6.875,Ágata,7.1875,4.5,0,2,5,7.8,7.58333,B,-1.0,0,0
ALUNO-1022,8.0,0,10.000020000000001,8.780002,Não,F,7.5,Topázio,7.5,9,0,4,10,9.9,7.5,R,0.0,1,0
ALUNO-1024,17.0,5,7.5,3.7622213333333336,Não,M,3.125,Quartzo,7.708333333333334,0,0,1,5,2.2,4.94444,R,-2.0,0,0
ALUNO-1027,15.0,5,8.75001,8.069793166666667,Sim,F,4.375,Ametista,8.90625,6.333333333333333,1,3,10,9,9.0000025,R,0.0,1,1
ALUNO-1028,12.0,2,9.500020000000001,7.73389,Não,F,7.5,Ametista,7.916666666666668,7.5,0,3,5,9.1,7.111106666666665,R,-1.0,0,0
ALUNO-1029,10.0,1,9.500020000000001,8.352502999999999,Sim,F,7.5,Ametista,8.125,9,0,3,5,8.7,9.000005,B,-1.0,0,1
ALUNO-1031,8.0,0,9.000020000000001,9.166669,Sim,M,7.5,Topázio,7.5,10,0,4,10,10,8.833335,B,0.0,1,1
ALUNO-1034,11.0,2,8.000020000000001,7.751391333333333,Não,M,7.5,Ametista,8.125,5.5,0,3,10,8.5,7.944446666666668,R,0.0,1,0
ALUNO-1035,10.0,1,9.500020000000001,8.263334666666667,Não,M,7.5,Ametista,7.5,10,0,3,5,9.4,7.166663333333332,R,-1.0,0,0
ALUNO-1036,12.0,1,8.41668,4.701666666666667,Não,M,6.875,Quartzo,6.458333333333334,0,0,1,5,3.3,6.833326666666666,R,-2.0,0,0
ALUNO-1041,12.0,3,8.75001,7.793543333333334,Não,M,7.5,Ametista,7.96875,8.666666666666666,0,3,10,5.4,7.79167,B,0.0,1,0
ALUNO-1046,14.0,3,7.5,7.993334666666667,Sim,F,7.5,Ametista,8.333333333333334,7.666666666666667,0,3,5,9.3,8.83334,B,-1.0,0,1
ALUNO-1047,13.0,4,7.5,4.833887333333333,Não,F,7.5,Quartzo,7.916666666666668,0,0,1,10,2.1,5.611103333333333,R,1.0,0,0
ALUNO-1051,12.0,3,9.16668,6.254445333333334,Não,F,7.5,Ágata,7.5,3.6666666666666665,0,2,10,2.8,7.72222,R,0.0,1,0
ALUNO-1056,16.0,3,7.5,4.336873833333334,Não,F,4.375,Quartzo,6.09375,2.6666666666666665,0,1,2.5,3.7,5.0833275,B,-3.0,0,0
ALUNO-1061,12.0,2,9.500020000000001,7.940278666666668,Não,M,6.875,Ametista,7.916666666666668,9,0,3,5,8.5,7.555549999999999,R,-1.0,0,0
ALUNO-1067,9.0,0,8.500020000000001,8.312502,Não,F,7.5,Ametista,8.125,9.5,0,3,5,10,7.5,B,-1.0,0,0
ALUNO-1070,10.0,0,8.500020000000001,7.6333340000000005,Não,M,7.5,Ametista,5,9.5,0,3,5,10,5.66666,R,-2.0,0,0
ALUNO-1072,12.0,3,8.75001,8.193334333333334,Não,F,7.5,Ametista,8.749999999999998,7.333333333333333,0,3,10,8.3,7.833333333333334,B,0.0,1,0
ALUNO-1075,14.0,4,9.16668,8.796113333333334,Não,F,10,Topázio,8.749999999999998,6.666666666666667,1,4,10,9.8,8.55556,R,0.0,1,0
ALUNO-1077,8.0,0,9.500020000000001,8.254168,Não,F,7.5,Ametista,6.875,7.5,0,3,10,10,6.83333,R,0.0,1,0
ALUNO-1078,11.0,1,7.4166799999999995,7.804168000000001,Não,F,6.875,Ametista,7.083333333333334,10,0,3,5,8,7.833333333333333,R,-1.0,0,0
ALUNO-1079,10.0,1,9.000020000000001,6.602502,Não,F,7.5,Ágata,7.291666666666667,4.25,0,2,5,6.7,7.666666666666667,P,-1.0,0,0
ALUNO-1081,16.0,5,8.33334,5.2535425,Não,F,3.125,Quartzo,6.09375,4,0,1,5,6.7,4.2916675,R,-1.0,0,0
ALUNO-1084,8.0,0,9.000020000000001,8.308336,Não,M,4.375,Ametista,6.875,9,0,3,10,10,7.41667,R,0.0,1,0
ALUNO-1085,14.0,3,9.16668,6.205209666666667,Não,F,7.5,Ágata,7.96875,3.3333333333333335,0,2,5,5.5,7.375,R,-1.0,0,0
ALUNO-1087,11.0,2,7.50002,7.635279333333334,Não,F,7.5,Ametista,7.708333333333334,6,0,3,10,8.6,7.222219999999999,R,0.0,1,0
ALUNO-1088,17.0,5,8.75001,6.116945666666667,Não,F,7.5,Ágata,8.541666666666666,2.6666666666666665,0,2,5,4.8,8.222223333333334,B,-2.0,0,0
ALUNO-1089,10.0,0,9.500020000000001,8.900004,Sim,M,7.5,Topázio,10,8.5,0,4,5,10,10.00001,R,-2.0,0,1
ALUNO-1090,10.0,1,7.00002,6.611668,Não,F,7.5,Ágata,7.083333333333333,8,0,2,5,4.6,7.166663333333332,R,-1.0,0,0
ALUNO-1092,16.0,6,0,5.3102075,Não,F,7.5,Quartzo,7.96875,2,0,1,10,4.9,6.9166625,B,0.0,1,0
ALUNO-1093,16.0,5,9.16668,7.297778666666666,Não,F,7.5,Ametista,8.333333333333332,5.333333333333333,1,3,5,9.1,7.055553333333334,R,-1.0,0,0
ALUNO-1094,13.0,2,9.000020000000001,8.041252,Não,M,7.5,Ametista,7.8125,8.5,0,3,5,9.3,7.75,B,-1.0,0,0
ALUNO-1095,7.0,0,10.000020000000001,9.116669,Não,F,7.5,Topázio,7.5,10,0,4,10,10,8.083335,B,0.0,1,0
ALUNO-1097,12.0,3,9.58335,7.818543333333334,Não,M,7.5,Ametista,7.96875,6.666666666666667,1,3,10,7.4,7.5,R,0.0,1,0
ALUNO-1103,13.0,2,7.91668,6.394585,Não,F,4.375,Ágata,4.6875,3.5,0,2,5,8.9,8.583335,R,-1.0,0,0
ALUNO-1105,11.0,1,7.50002,7.648752,Não,F,7.5,Ametista,7.1875,7.5,0,3,5,9.4,7.75,B,-1.0,0,0
ALUNO-1106,10.0,0,9.000020000000001,7.7341690000000005,Sim,M,4.375,Ametista,2.5,9.5,0,3,5,9.9,8.833335,B,-2.0,0,1
ALUNO-1110,10.0,1,9.500020000000001,7.852501999999999,Não,F,7.5,Ametista,8.125,8.5,0,3,5,7.7,8,B,-1.0,0,0
ALUNO-1112,16.0,6,7.91667,6.8100005,Não,F,6.25,Ágata,7.5,4.5,0,2,10,5.8,7.9166675,B,0.0,1,0
ALUNO-1119,8.0,1,10.000020000000001,8.541252,Não,M,7.5,Topázio,7.8125,9,0,4,10,8.8,7.25,P,0.0,1,0
ALUNO-1123,15.0,3,8.33334,8.266390000000001,Sim,F,6.875,Ametista,9.166666666666666,8.333333333333334,1,3,5,8.7,9.611113333333332,B,-2.0,0,1
ALUNO-1127,12.0,2,8.000020000000001,7.356669999999999,Sim,M,7.5,Ametista,5,6.5,0,3,5,8.2,9.33334,R,-1.0,0,1
ALUNO-1128,14.0,4,9.16668,8.229169833333334,Sim,F,10,Ametista,9.375,6.666666666666667,1,3,10,5.5,9.7083425,B,0.0,1,1
ALUNO-1129,10.0,2,9.000020000000001,8.035278666666667,Não,M,5,Ametista,7.708333333333334,8,1,3,10,9.1,7.222216666666665,B,0.0,1,0
ALUNO-1130,11.0,2,9.500020000000001,8.788613333333334,Não,M,6.875,Topázio,8.333333333333334,9,0,4,10,9.7,7.888890000000001,B,0.0,1,0
ALUNO-1131,13.0,3,9.58335,7.046043,Não,M,6.25,Ágata,7.34375,4,0,2,10,8.1,6.541665,B,0.0,1,0
ALUNO-1132,17.0,6,7.5,7.131251333333334,Não,M,6.25,Ágata,7.8125,6.166666666666667,1,2,5,8,8.20834,B,-1.0,0,0
ALUNO-1133,17.0,6,0,5.431249666666666,Não,F,6.25,Quartzo,7.8125,5.833333333333333,0,1,5,4.5,7.291665,R,-1.0,0,0
ALUNO-1134,13.0,3,9.58335,7.178543166666667,Não,M,7.5,Ágata,7.96875,4.833333333333333,0,2,10,6.7,6.8333325,P,0.0,1,0
ALUNO-1136,14.0,4,9.58335,7.7379188333333335,Não,F,5,Ametista,7.8125,7.666666666666667,0,3,10,7.2,7.6250025,P,0.0,1,0
ALUNO-1139,12.0,2,6.91668,7.4925006666666665,Não,F,7.5,Ametista,7.708333333333334,7.5,0,3,5,8.9,7.499996666666666,B,-1.0,0,0
ALUNO-1141,13.0,2,8.500020000000001,6.9812520000000005,Não,F,7.5,Ágata,7.8125,6,0,2,5,7,7.5,B,-1.0,0,0
ALUNO-1142,17.0,6,7.5,5.968749333333333,Não,F,6.25,Quartzo,7.1875,3.1666666666666665,0,1,5,7,6.70833,R,-1.0,0,0
ALUNO-1145,15.0,3,9.16668,6.225555333333334,Não,M,6.875,Ágata,8.125,4.666666666666667,0,2,5,6.1,5.777770000000001,R,-2.0,0,0
ALUNO-1148,16.0,4,6.66667,3.0650014999999997,Não,F,2.5,Quartzo,5,0,0,1,5,1.2,4.5416725,R,-2.0,0,0
ALUNO-1149,10.0,0,9.500020000000001,7.029166999999999,Não,M,5.625,Ágata,2.5,9,0,2,5,10,4.833325,B,-2.0,0,0
ALUNO-1150,9.0,1,9.500020000000001,8.673890666666669,Não,M,7.5,Topázio,7.916666666666668,9.5,0,4,10,8.8,7.61111,R,0.0,1,0
ALUNO-1156,13.0,3,8.33334,8.281250333333332,Não,M,7.5,Ametista,7.8125,8.666666666666666,0,3,10,9,6.916665,P,0.0,1,0
ALUNO-1159,15.0,3,9.16668,8.552224666666667,Sim,F,6.875,Topázio,8.125,9.333333333333334,0,4,5,9.9,8.944449999999998,B,-2.0,0,1
ALUNO-1161,14.0,3,10.000020000000001,6.2183348333333335,Não,F,4.375,Ágata,5.625,4.666666666666667,0,2,5,7.8,6.1249975,B,-1.0,0,0
ALUNO-1165,13.0,2,8.000020000000001,8.080002,Não,M,7.5,Ametista,7.5,9,0,3,5,9.9,7.5,R,-1.0,0,0
ALUNO-1166,13.0,2,9.500020000000001,5.6905573333333335,Não,F,5,Quartzo,6.25,4,0,1,5,6.3,5.277776666666666,P,-1.0,0,0
ALUNO-1167,9.0,1,9.500020000000001,7.627502,Não,M,6.25,Ametista,8.125,4.5,0,3,10,8.7,8,B,0.0,1,0
ALUNO-1168,11.0,1,7.9166799999999995,8.043751,Não,F,7.5,Ametista,7.1875,10,0,3,5,8.5,7.916665,P,-1.0,0,0
ALUNO-1170,9.0,1,8.000020000000001,8.178752,Não,M,7.5,Ametista,7.1875,9,0,3,10,8.3,7.25,B,0.0,1,0
ALUNO-1171,12.0,3,9.583350000000001,8.925003,Sim,F,6.25,Topázio,8.749999999999998,8.333333333333334,0,4,10,9.5,9.500006666666668,P,0.0,1,1
ALUNO-1172,10.0,1,9.500020000000001,6.268752,Não,F,7.5,Ágata,7.1875,4.5,0,2,5,5,7.25,B,-1.0,0,0
ALUNO-1173,15.0,5,7.91667,4.420833666666667,Não,M,3.75,Quartzo,6.875,0,0,1,10,2,5.833333333333335,P,0.0,1,0
ALUNO-1174,15.0,5,7.08333,7.3906255000000005,Sim,F,6.875,Ametista,8.28125,5,0,3,10,7,8.8333375,R,0.0,1,1
ALUNO-1175,10.0,1,8.500020000000001,5.367224,Não,M,7.5,Quartzo,7.916666666666668,0,0,1,5,5.1,7.277776666666666,B,-1.0,0,0
ALUNO-1176,15.0,5,8.75001,8.233335,Não,M,8.75,Ametista,9.166666666666666,6.333333333333333,0,3,10,8,8.500003333333334,B,0.0,1,0
ALUNO-1178,13.0,2,8.000020000000001,5.692918,Não,M,6.875,Quartzo,7.1875,4.25,0,1,5,3.1,7.58333,R,-1.0,0,0
ALUNO-1181,10.0,0,9.000020000000001,7.745836000000001,Não,F,5.625,Ametista,2.5,10,0,3,5,10,7.66667,B,-2.0,0,0
ALUNO-1187,13.0,2,9.000020000000001,7.060279333333334,Não,F,7.5,Ágata,8.125,4.5,0,2,5,8.1,7.888886666666667,R,-1.0,0,0
ALUNO-1188,17.0,7,7.91667,5.461458666666667,Não,F,7.5,Quartzo,7.03125,4.333333333333333,0,1,10,1,5.75,P,0.0,1,0
ALUNO-1190,11.0,2,8.500020000000001,8.100557333333333,Não,F,6.875,Ametista,6.875,8,0,3,10,9.6,6.777776666666665,B,0.0,1,0
ALUNO-1191,12.0,3,7.91667,6.828125666666667,Não,M,4.375,Ágata,7.65625,3.3333333333333335,1,2,10,9.5,6.333335,B,0.0,1,0
ALUNO-1193,11.0,2,9.000020000000001,6.912779333333333,Não,M,7.5,Ágata,7.083333333333333,3.75,0,2,10,6.8,7.222219999999999,R,0.0,1,0
ALUNO-1195,11.0,2,8.500020000000001,8.153752,Não,F,7.5,Ametista,8.4375,7,0,3,10,8.8,7.75,B,0.0,1,0
ALUNO-1197,16.0,6,8.75001,7.820418166666667,Não,M,6.25,Ametista,8.4375,5.333333333333333,1,3,10,8.8,8.2500025,B,0.0,1,0
ALUNO-1198,11.0,1,9.000020000000001,6.790556666666666,Não,F,5,Ágata,7.083333333333333,7.5,0,2,5,5.8,7.611106666666666,B,-1.0,0,0
ALUNO-1200,16.0,6,7.91667,7.520000166666668,Não,F,6.25,Ametista,7.5,5.833333333333333,0,3,10,7.6,8.333332500000001,R,0.0,1,0
ALUNO-1205,9.0,1,7.00002,8.962503,Sim,F,7.5,Topázio,8.125,10,0,4,10,9.5,9.000005,B,0.0,1,1
ALUNO-1215,10.0,1,10.000020000000001,8.700003,Sim,M,7.5,Topázio,7.5,10,0,4,5,9.5,9.000005,B,-1.0,0,1
ALUNO-1217,13.0,3,8.33334,8.443336,Sim,M,4.375,Ametista,9.375,8,1,3,10,8.8,9.37501,R,0.0,1,1
ALUNO-1218,17.0,7,9.16668,8.840628,Sim,F,7.5,Topázio,8.90625,7.5,1,4,10,9.5,9.416675000000001,B,0.0,1,1
ALUNO-1219,13.0,4,8.33334,7.974724666666667,Sim,M,7.5,Ametista,8.958333333333332,3.8333333333333335,0,3,10,9.7,8.944453333333334,P,1.0,0,1
ALUNO-1222,17.0,7,9.16668,7.533542000000001,Não,M,6.875,Ametista,7.34375,7,1,3,10,6.6,7.374995,P,0.0,1,0
ALUNO-1223,11.0,1,8.500020000000001,8.350558,Sim,F,7.5,Ametista,8.75,9.5,0,3,5,8.6,8.77778,B,-1.0,0,1
ALUNO-1225,14.0,2,6.9166799999999995,5.984724,Não,M,7.5,Quartzo,8.541666666666666,0,0,1,5,8,7.944446666666668,R,-2.0,0,0
ALUNO-1226,11.0,1,9.500020000000001,8.129724666666666,Não,M,5.625,Ametista,8.75,9.5,0,3,5,8.1,8.611113333333334,R,-1.0,0,0
ALUNO-1228,11.0,2,6.91668,7.600000666666666,Não,F,7.5,Ametista,7.916666666666667,6.5,0,3,10,8.5,6.833329999999999,B,0.0,1,0
ALUNO-1229,9.0,1,9.500020000000001,7.917778666666665,Não,F,5.625,Ametista,5.208333333333333,8,0,3,10,9.2,7.222216666666665,R,0.0,1,0
ALUNO-1230,12.0,3,6.24999,7.5670823333333335,Não,M,7.5,Ametista,8.4375,4.666666666666667,1,3,10,9.7,7.375,B,0.0,1,0
ALUNO-1231,12.0,2,0,6.0041660000000014,Não,F,4.375,Quartzo,6.666666666666666,7,0,1,5,7,7.999996666666666,R,-1.0,0,0
ALUNO-1232,12.0,2,9.500020000000001,6.008751,Não,M,7.5,Quartzo,7.1875,0,0,1,5,8.2,7.249995,R,-1.0,0,0
ALUNO-1237,13.0,2,7.9166799999999995,6.985000666666667,Não,M,7.5,Ágata,7.5,5.5,0,2,5,8.3,7.166663333333332,R,-1.0,0,0
ALUNO-1238,8.0,1,7.4166799999999995,8.539168,Não,F,7.5,Topázio,6.875,10,0,4,10,8.8,8,B,0.0,1,0
ALUNO-1241,11.0,2,0,4.179721333333333,Não,M,7.5,Quartzo,6.875,0,0,1,10,2.1,6.611106666666666,R,0.0,1,0
ALUNO-1244,9.0,1,9.500020000000001,8.742502000000002,Não,F,7.5,Topázio,8.125,9.5,0,4,10,8.9,7.75,P,0.0,1,0
ALUNO-1248,13.0,3,9.16668,8.442778666666666,Não,F,6.875,Ametista,8.541666666666666,7.666666666666667,1,3,10,9.2,8.055553333333332,B,0.0,1,0
ALUNO-1249,14.0,5,9.16668,8.006044,Sim,M,6.25,Ametista,8.59375,6,1,3,10,7.9,9.125005,R,1.0,0,1
ALUNO-1250,13.0,3,6.66666,6.484720666666667,Não,F,7.5,Ágata,8.125,3.3333333333333335,0,2,10,5,7.94444,P,0.0,1,0
ALUNO-1251,14.0,3,9.16668,7.613959833333333,Não,M,10,Ametista,7.65625,7.666666666666667,0,3,5,6.7,7.7916675,B,-1.0,0,0
ALUNO-1252,16.0,6,0,5.802082833333333,Não,F,7.5,Quartzo,7.1875,3.1666666666666665,0,1,10,6.5,6.9999975,B,0.0,1,0
ALUNO-1253,10.0,0,8.500020000000001,7.429166,Não,M,5.625,Ametista,2.5,10,0,3,5,10,6.3333200000000005,P,-2.0,0,0
ALUNO-1254,12.0,2,8.500020000000001,6.518752000000001,Não,F,6.875,Ágata,7.8125,8,0,2,5,3.5,7,P,-1.0,0,0
ALUNO-1256,15.0,4,7.91667,5.397779,Não,M,7.5,Quartzo,7.916666666666668,0,0,1,5,4.6,8.222226666666668,B,-1.0,0,0
ALUNO-1257,14.0,3,10.000020000000001,7.6402105,Não,M,7.5,Ametista,7.96875,8,0,3,5,6.8,8.166667499999999,R,-1.0,0,0
ALUNO-1260,10.0,1,9.500020000000001,7.975835333333334,Não,F,7.5,Ametista,7.291666666666667,9,0,3,5,8.9,7.333333333333333,B,-1.0,0,0
ALUNO-1261,15.0,5,7.91667,5.436457833333334,Não,F,3.125,Quartzo,6.40625,0.6666666666666666,1,1,10,7.5,5.2916625,R,0.0,1,0
ALUNO-1262,15.0,4,8.33334,6.840279333333334,Não,F,7.5,Ágata,8.125,2.6666666666666665,0,2,5,9,8.055560000000002,B,-1.0,0,0
ALUNO-1264,10.0,1,10.000020000000001,8.110557333333334,Não,M,7.5,Ametista,7.916666666666668,9.5,0,3,5,8.4,7.444443333333333,B,-1.0,0,0
ALUNO-1265,16.0,4,8.75001,8.124446333333335,Não,M,7.5,Ametista,8.749999999999998,7.666666666666667,0,3,5,9.9,8.055560000000002,P,-2.0,0,0
ALUNO-1266,12.0,2,8.500020000000001,7.463612666666667,Não,M,5,Ametista,7.291666666666667,7.5,0,3,5,8.7,8.22222,R,-1.0,0,0
ALUNO-1270,10.0,2,8.500020000000001,7.448612666666667,Não,M,7.5,Ametista,7.708333333333334,6,0,3,10,6.5,7.888886666666666,B,0.0,1,0
ALUNO-1274,15.0,4,9.16668,7.942502666666667,Sim,M,7.5,Ametista,8.958333333333332,7.333333333333333,0,3,5,8.4,8.666673333333334,R,-1.0,0,1
ALUNO-1275,9.0,1,10.000020000000001,8.718752,Não,F,7.5,Topázio,7.1875,10,0,4,10,8.5,7.75,B,0.0,1,0
ALUNO-1277,13.0,3,7.08333,7.639723666666667,Sim,M,5,Ametista,8.958333333333332,7.666666666666667,0,3,10,5.9,9.111120000000001,B,0.0,1,1
ALUNO-1278,9.0,0,9.000020000000001,7.31667,Não,F,7.5,Ametista,2.5,10,0,3,5,10,4.58334,R,-1.0,0,0
ALUNO-1281,16.0,7,7.91667,8.381459166666666,Sim,M,7.5,Ametista,8.28125,6.833333333333333,0,3,10,9.1,9.125002499999999,B,1.0,0,1
ALUNO-1282,7.0,0,7.9166799999999995,6.301668,Não,F,2.5,Ágata,2.5,8.5,1,2,10,8.8,2.75,R,0.0,1,0
ALUNO-1284,16.0,5,8.75001,6.793611000000001,Não,M,7.5,Ágata,7.708333333333334,4.333333333333333,0,2,5,8.6,6.555550000000001,B,-1.0,0,0
ALUNO-1285,8.0,0,9.000020000000001,8.61125,Não,F,7.5,Topázio,7.8125,9,0,4,10,9.9,6.99999,B,0.0,1,0
ALUNO-1287,10.0,0,8.500020000000001,7.16667,Não,F,7.5,Ágata,2.5,8.5,0,2,5,10,5.58334,R,-2.0,0,0
ALUNO-1288,16.0,6,0,6.728749,Não,M,7.5,Ágata,7.1875,6,1,2,10,7.8,7.499995,B,0.0,1,0
ALUNO-1289,12.0,2,8.500020000000001,6.120001333333334,Não,M,7.5,Ágata,6.666666666666667,3,0,2,5,7.1,6.666663333333334,R,-1.0,0,0
ALUNO-1291,9.0,1,6.9166799999999995,8.050834666666667,Não,M,7.5,Ametista,7.291666666666667,10,0,3,10,6.9,7.5,R,0.0,1,0
ALUNO-1292,11.0,2,10.000020000000001,8.949447333333334,Não,M,7.5,Topázio,8.75,9,0,4,10,9.4,8.222226666666668,P,0.0,1,0
ALUNO-1293,12.0,2,0,3.8519446666666672,Não,M,7.5,Quartzo,7.708333333333334,0,0,1,5,1.1,8.055556666666668,B,-1.0,0,0
ALUNO-1294,16.0,6,7.91667,4.4933325,Não,M,5,Quartzo,6.25,0,0,1,10,2.8,5.0833275,B,0.0,1,0
ALUNO-1296,10.0,1,8.500020000000001,6.846252000000001,Não,M,5.625,Ágata,5.9375,5.75,0,2,5,8.7,7.25,B,-1.0,0,0
ALUNO-1297,18.0,7,7.91667,7.080833833333333,Não,F,6.875,Ágata,7.5,5.666666666666667,0,2,5,8.3,7.7916675,R,-1.0,0,0
ALUNO-1298,8.0,0,9.500020000000001,8.546669,Não,F,7.5,Topázio,7.5,9,0,4,10,9.9,6.583335,B,0.0,1,0
ALUNO-1299,14.0,6,7.91667,7.819792333333333,Não,M,7.5,Ametista,8.28125,5.166666666666667,1,3,10,8.5,8.583335,B,2.0,0,0
ALUNO-1302,11.0,1,8.000020000000001,4.3272233333333325,Não,M,7.5,Quartzo,7.083333333333334,0,0,1,5,0.9,6.944439999999998,R,-1.0,0,0
ALUNO-1303,13.0,2,9.000020000000001,6.2175020000000005,Não,F,4.375,Ágata,5,3,0,2,5,7.9,8.5,P,-1.0,0,0
ALUNO-1309,17.0,7,7.5,7.887501166666667,Não,M,7.5,Ametista,8.125,6.833333333333333,0,3,10,8,8.0416725,N,0.0,1,0
ALUNO-1313,14.0,3,8.33334,5.189999333333334,Não,F,5,Quartzo,7.5,2.1666666666666665,0,1,5,5.2,5.666660000000001,B,-1.0,0,0
ALUNO-1315,12.0,2,8.000020000000001,5.655001,Não,F,5,Quartzo,3.75,4.5,1,1,5,6.9,5.999995,N,-1.0,0,0
ALUNO-1316,10.0,0,9.500020000000001,8.500003,Não,M,7.5,Topázio,7.5,10,0,4,5,10,7.750005,P,-2.0,0,0
ALUNO-1319,10.0,1,6.41668,7.898334666666667,Não,M,6.875,Ametista,7.291666666666667,10,0,3,5,9.2,7.5,B,-1.0,0,0
ALUNO-1323,10.0,1,9.000020000000001,8.049168666666667,Não,M,4.375,Ametista,7.916666666666668,10,0,3,5,9.1,8,P,-1.0,0,0
ALUNO-1324,10.0,1,9.000020000000001,8.000835333333335,Não,M,7.5,Ametista,7.708333333333334,10,0,3,5,7.9,7.5,B,-1.0,0,0
ALUNO-1325,13.0,2,6.91668,5.3245830000000005,Não,M,5,Quartzo,6.5625,0,0,1,5,8.3,6.583325,R,-1.0,0,0
ALUNO-1328,10.0,2,9.500020000000001,7.285836,Sim,F,7.5,Ametista,8.125,1.5,1,3,10,8.7,8.66667,R,0.0,1,1
ALUNO-1336,14.0,3,8.33334,5.584721333333334,Não,F,7.5,Quartzo,8.125,3.6666666666666665,0,1,5,4,5.777770000000001,P,-1.0,0,0
ALUNO-1338,10.0,1,9.500020000000001,8.332502999999999,Sim,F,7.5,Ametista,8.125,9.5,0,3,5,8.1,9.000005,B,-1.0,0,1
ALUNO-1339,14.0,3,10.000020000000001,7.922223333333333,Não,F,7.5,Ametista,7.5,7.666666666666667,0,3,5,10,6.944439999999999,B,-1.0,0,0
ALUNO-1341,17.0,7,8.75001,8.430002833333335,Sim,F,6.875,Ametista,8.125,7.166666666666667,1,3,10,8.9,9.2083425,P,0.0,1,1
ALUNO-1343,11.0,2,8.000020000000001,5.841667000000001,Não,M,5,Quartzo,6.25,0,0,1,10,8,6.583325,B,0.0,1,0
ALUNO-1344,14.0,1,8.000020000000001,6.449445333333334,Não,F,5.625,Ágata,6.458333333333334,6,0,2,2.5,7.4,7.555549999999998,B,-3.0,0,0
ALUNO-1347,17.0,7,9.16668,7.158543333333334,Não,F,6.875,Ágata,7.34375,4.666666666666667,0,2,10,8.1,6.333335,B,0.0,1,0
ALUNO-1348,13.0,3,7.91667,7.842224333333333,Sim,F,6.875,Ametista,8.541666666666666,6.333333333333333,0,3,10,7.1,9.11112,N,0.0,1,1
ALUNO-1,12.0,2,7.5,7.319,Não,F,6.9,Ametista,7.7,8.8,1,3,5.0,6.3,8.1,R,-1.0,0,0
ALUNO-3,13.0,3,7.1,7.021,Não,F,6.3,Ametista,7.3,5.6,0,3,10.0,6.9,7.2,B,0.0,1,0
ALUNO-5,11.0,2,7.4,7.399,Não,M,7.5,Ametista,8.5,5.4,0,3,10.0,7.5,7.4,R,0.0,1,0
ALUNO-8,15.0,5,8.8,8.269,Não,F,7.5,Topázio,8.0,7.1,1,4,10.0,8.6,8.5,R,0.0,1,0
ALUNO-11,9.0,1,9.0,8.990,Sim,M,6.3,Topázio,7.7,8.8,1,4,10.0,10.0,9.7,R,0.0,1,1
ALUNO-13,9.0,0,8.0,3.413,Não,F,7.5,Quartzo,0.0,0.8,0,1,5.0,0.0,6.0,B,-1.0,0,0
ALUNO-17,14.0,1,9.5,6.140,Não,M,7.5,Ágata,8.4,2.6,0,2,5.0,4.2,8.8,B,-2.0,0,0
ALUNO-18,15.0,4,10.0,5.666,Não,M,6.3,Ágata,7.7,5.3,0,2,5.0,3.3,5.2,B,-1.0,0,0
ALUNO-19,13.0,2,9.0,6.751,Não,M,7.5,Ágata,7.7,4.6,0,2,5.0,6.3,8.3,R,-1.0,0,0
